"시설명","시설코드","시설종류명(시설유형)","시설종류상세명(시설종류)","자치구(시)구분","시설장명","시군구코드","시군구명","시설주소"
"동대문노인종합복지관부설구립데이케어센터","A9244","(노인) 재가노인복지시설","재가노인복지시설","자치구","정선애","1123000000","동대문구","서울특별시 동대문구 홍릉로 81홍릉문화복지센터 3층"
"면목종합사회복지관병설면목데이케어센터","A9254","(노인) 재가노인복지시설","재가노인복지시설","자치구","김영미","1126000000","중랑구","서울특별시 중랑구 용마산로 228-0면목종합사회복지관 병설 면목데이케어센터"
"도봉재가노인지원센터","A9256","(노인) 재가노인복지시설","재가노인복지시설","자치구","장경화","1132000000","도봉구","서울특별시 도봉구 시루봉로 130정목빌딩 5층"
"훼미피아데이케어센터","A9313","(노인) 재가노인복지시설","재가노인복지시설","자치구","송인석","1150000000","강서구","서울특별시 강서구 공항대로39길 59등촌4종합사회복지관내"
"관악미르사랑데이케어센터","A9359","(노인) 재가노인복지시설","재가노인복지시설","자치구","한재훈","1162000000","관악구","서울특별시 관악구 은천로 25정암빌딩 4층"
"은평신사데이케어센터","A9360","(노인) 재가노인복지시설","재가노인복지시설","자치구","김인준","1138000000","은평구","서울특별시 은평구 은평로 6신수빌딩 2층 (신사동)"
"불광데이케어센터","A9377","(노인) 재가노인복지시설","재가노인복지시설","자치구","윤남선","1138000000","은평구","서울특별시 은평구 연서로32길 17-111층"
"신당데이케어센터","A9412","(노인) 재가노인복지시설","재가노인복지시설","자치구","김영태","1114000000","중구","서울특별시 중구 다산로25길 6신당동"
"서초구립방배데이케어센터","A9511","(노인) 재가노인복지시설","재가노인복지시설","자치구","이창호","1165000000","서초구","서울특별시 서초구 방배천로16길 5(방배동 437-8)"
"구립당산데이케어센터","A9650","(노인) 재가노인복지시설","재가노인복지시설","자치구","김태홍","1156000000","영등포구","서울특별시 영등포구 국회대로28길 17한얼빌딩 (당산동3가)"
"삼육서울병원재가노인복지센터","A9724","(노인) 재가노인복지시설","재가노인복지시설","자치구","장영실","1123000000","동대문구","서울특별시 동대문구 망우로 82삼육서울병원"
"천호재가노인지원센터","A9744","(노인) 재가노인복지시설","재가노인복지시설","자치구","천두원","1174000000","강동구","서울특별시 강동구 구천면로68나길 10-1(천호1동)"
"문정데이케어센터","A9757","(노인) 재가노인복지시설","재가노인복지시설","자치구","홍준기","1171000000","송파구","서울특별시 송파구 동남로4길 36fI빌딩 6층"
"성북미르사랑데이케어센터","A9782","(노인) 재가노인복지시설","재가노인복지시설","자치구","박효영","1129000000","성북구","서울특별시 성북구 보국문로 10부광빌딩 5층"
"강서구립연지데이케어센터","A9794","(노인) 재가노인복지시설","재가노인복지시설","자치구","이재민","1150000000","강서구","서울특별시 강서구 화곡로58길 30-7"
"한서데이케어센터","A9798","(노인) 재가노인복지시설","재가노인복지시설","자치구","김상은","1144000000","마포구","서울특별시 마포구 월드컵로13길 801층"
"강북재가노인지원센터","A9810","(노인) 재가노인복지시설","재가노인복지시설","자치구","김영길","1130500000","강북구","서울특별시 강북구 삼양로 579-02층"
"강동미르사랑데이케어센터","A9825","(노인) 재가노인복지시설","재가노인복지시설","자치구","정미향","1174000000","강동구","서울특별시 강동구 천호대로 1210은선빌딩 4층"
"영등포재가노인지원센터","F03910","(노인) 재가노인복지시설","재가노인복지시설","자치구","조은선","1156000000","영등포구","서울특별시 영등포구 선유서로34길 10 (양평동3가)"
"구립영등포노인복지센터 병설 데이케어센터","F04102","(노인) 재가노인복지시설","재가노인복지시설","자치구","조은선","1156000000","영등포구","서울특별시 영등포구 선유서로34길 103층 (양평동3가)"
"재가노인지원서비스센터","F04146","(노인) 재가노인복지시설","재가노인복지시설","자치구","이원희","1138000000","은평구",""
"금호데이케어센터","F04341","(노인) 재가노인복지시설","재가노인복지시설","자치구","한상연","1120000000","성동구","서울특별시 성동구 독서당로 272 (금호동4가 금호동 대우아파트)"
"청운실버데이케어센터","F04361","(노인) 재가노인복지시설","재가노인복지시설","자치구","이지원","1111000000","종로구","서울특별시 종로구 자하문로28길 29 (청운동)"
"사회복지법인 진각복지재단 진각홈케어 성북센터","F04366","(노인) 재가노인복지시설","재가노인복지시설","자치구","나석원","1129000000","성북구","서울특별시 성북구 화랑로 215층 (하월곡동)"
"강서시니어스주야간보호센터","F04393","(노인) 재가노인복지시설","재가노인복지시설","자치구","김혜진","1150000000","강서구","서울특별시 강서구 공항대로 315 (등촌동)"
"에녹요양협동조합 주야간보호센터","F04410","(노인) 재가노인복지시설","재가노인복지시설","자치구","최귀례","1156000000","영등포구","서울특별시 영등포구 가마산로 3133층 (대림동)"
"갈현동성당데이케어센터","F04423","(노인) 재가노인복지시설","재가노인복지시설","자치구","정경일","1138000000","은평구","서울특별시 은평구 통일로83길 24-9 (갈현동)"
"구파발성당데이케어센터","F04424","(노인) 재가노인복지시설","재가노인복지시설","자치구","인경희","1138000000","은평구","서울특별시 은평구 진관2로 29-16 (진관동)"
"서울숲단기보호센터","F04450","(노인) 재가노인복지시설","재가노인복지시설","자치구","박윤희","1120000000","성동구","서울특별시 성동구 뚝섬로 401-24층 (성수동2가)"
"금호동성당데이케어센터","F04453","(노인) 재가노인복지시설","재가노인복지시설","자치구","양재혁","1120000000","성동구","서울특별시 성동구 무수막18길 36 (금호동2가)"
"왕십리성당데이케어센터","F04454","(노인) 재가노인복지시설","재가노인복지시설","자치구","신경란","1120000000","성동구","서울특별시 성동구 무학로10길 21 (홍익동)"
"성동구립사근동데이케어센터","F04455","(노인) 재가노인복지시설","재가노인복지시설","자치구","이도선","1120000000","성동구","서울특별시 성동구 사근동길 37 (사근동)"
"성수데이케어센터","F04456","(노인) 재가노인복지시설","재가노인복지시설","자치구","천미영","1120000000","성동구","서울특별시 성동구 성덕정길 79 (성수동2가)"
"금호무지개노인복지센터","F04457","(노인) 재가노인복지시설","재가노인복지시설","자치구","이소정","1120000000","성동구","서울특별시 성동구 금호로13길 17201호 (금호동2가)"
"천호동성당데이케어센터","F04558","(노인) 재가노인복지시설","재가노인복지시설","자치구","이서인","1174000000","강동구","서울특별시 강동구 구천면로 236-15층 (천호동)"
"에이스희망케어센터","F04610","(노인) 재가노인복지시설","재가노인복지시설","자치구","김순금","1123000000","동대문구","서울특별시 동대문구 고산자로 420경동프라자 6층 (용두동)"
"삼농데이케어센터","G0044","(노인) 재가노인복지시설","재가노인복지시설","자치구","이윤희","1153000000","구로구","서울특별시 구로구 오류로8길84 (오류동)"
"당고개재가노인복지시설","G0078","(노인) 재가노인복지시설","재가노인복지시설","자치구","김현숙","1135000000","노원구","서울특별시 노원구 상계동 1008-1211 (상계동 신천지빌딩 4층)"
"까리따스데이케어센터","G0079","(노인) 재가노인복지시설","재가노인복지시설","자치구","박영옥","1165000000","서초구","서울특별시 서초구 남부순환로2124 4층 (방배동 3274)"
"(사)우이데이케어센터","G0094","(노인) 재가노인복지시설","재가노인복지시설","자치구","김영길","1130500000","강북구","서울특별시 강북구 삼양로579 2층 (우이동)"
"태릉데이케어센터","G0101","(노인) 재가노인복지시설","재가노인복지시설","자치구","최희영","1135000000","노원구","서울특별시 노원구 동일로176길47-18 (공릉동)"
"유린원광방문요양센터","G0117","(노인) 재가노인복지시설","재가노인복지시설","자치구","정현봉","1126000000","중랑구","서울특별시 중랑구 신내로 56(신내동)"
"광진노인보호센터","G0156","(노인) 재가노인복지시설","재가노인복지시설","자치구","조철행","1121500000","광진구","서울특별시 광진구 뚝섬로58길13 (자양동)"
"중랑재가노인복지센터","G0183","(노인) 재가노인복지시설","재가노인복지시설","자치구","박종언","1126000000","중랑구","서울특별시 중랑구 봉우재로151 2층 (상봉동)"
"전인복지센터","G0190","(노인) 재가노인복지시설","재가노인복지시설","자치구","이수일","1147000000","양천구","서울특별시 양천구 목동남로52 (신정동)2층"
"사랑과섬김요양원단기보호","G0220","(노인) 재가노인복지시설","재가노인복지시설","자치구","박애자","1126000000","중랑구","서울특별시 중랑구 묵동 239-51 창성빌딩239번지 51호 창성빌딩 2층"
"삼동재가방문요양센터","G0240","(노인) 재가노인복지시설","재가노인복지시설","자치구","박성배","1130500000","강북구","서울특별시 강북구 한천로105길24 202동 (번동)"
"여민데이케어센터","G0250","(노인) 재가노인복지시설","재가노인복지시설","자치구","김필중","1141000000","서대문구","서울특별시 서대문구 증가로4길58-6 (홍은동)"
"성북희망데이케어센터","G0312","(노인) 재가노인복지시설","재가노인복지시설","자치구","소선숙","1129000000","성북구","서울특별시 성북구 동소문로190 3층  4층 (돈암동 중앙빌딩)"
"구립한남데이케어센터","G0362","(노인) 재가노인복지시설","재가노인복지시설","자치구","김종학","1117000000","용산구","서울특별시 용산구 독서당로103 (한남동)"
"부모사랑데이케어센터","G0455","(노인) 재가노인복지시설","재가노인복지시설","자치구","이지연","1135000000","노원구","서울특별시 노원구 월계로338 상가A동 501호 (월계동 신도브래뉴)"
"금빛데이케어센터","G0456","(노인) 재가노인복지시설","재가노인복지시설","자치구","탁명식","1154500000","금천구","서울특별시 금천구 탑골로2길8 3층 (시흥동)"
"두레주야간보호센터","G0467","(노인) 재가노인복지시설","재가노인복지시설","자치구","이승구","1126000000","중랑구","서울특별시 중랑구 신내로 45해성빌딩 601호 (신내동)"
"국민건강보험공단서울요양원주야간보호센터","G0568","(노인) 재가노인복지시설","재가노인복지시설","자치구","염기선","1168000000","강남구","서울특별시 강남구 헌릉로590길50 (세곡동)"
"참마음노인복지센터","G0572","(노인) 재가노인복지시설","재가노인복지시설","자치구","김미진","1147000000","양천구","서울특별시 양천구 지양로13길 6201호 (신월동)"
"훼밀리데이케어센터","G0577","(노인) 재가노인복지시설","재가노인복지시설","자치구","이예란","1171000000","송파구","서울특별시 송파구 송파대로27길 26-03층"
"사회적협동조합 가가호호돌봄센터","G0732","(노인) 재가노인복지시설","재가노인복지시설","자치구","이명희","1156000000","영등포구","서울특별시 영등포구 영등포로64길 311층 (신길동)(신길동)"
"(사)굿하트데이케어센터","G0754","(노인) 재가노인복지시설","재가노인복지시설","자치구","길준영","1100000000","서울특별시","서울특별시 동작구 상도로 121영진빌딩 4층(상도동) (상도동)"
"가온요양원1주야간","G0760","(노인) 재가노인복지시설","재가노인복지시설","자치구","김명국","1130500000","강북구","서울특별시 강북구 한천로 1075 대광빌딩 3층"
"성산노인복지센터","G0817","(노인) 재가노인복지시설","재가노인복지시설","자치구","심명숙","1144000000","마포구","서울특별시 마포구 월드컵북로12안길68 1층 (성산동)"
"구립효창데이케어센터","G0837","(노인) 재가노인복지시설","재가노인복지시설","자치구","이정미","1117000000","용산구","서울특별시 용산구 효창원로146-12 (효창동)"
"구립신내노인종합복지관 병설 신내데이케어센터","G0862","(노인) 재가노인복지시설","재가노인복지시설","자치구","김진완","1126000000","중랑구","서울특별시 중랑구 신내로15길175 1층 (신내동 구립신내노인주간보호센터)"
"시립중랑노인전문요양원병설데이케어센터","G0874","(노인) 재가노인복지시설","재가노인복지시설","자치구","민동세","1126000000","중랑구","서울특별시 중랑구 양원역로38 1층 (망우동 시립중랑노인전문요양원)"
"서울종합데이케어센터","G0910","(노인) 재가노인복지시설","재가노인복지시설","자치구","이민아","1144000000","마포구","서울특별시 마포구 숭문길36 (염리동)"
"강서실버센터","G0911","(노인) 재가노인복지시설","재가노인복지시설","자치구","김동환","1150000000","강서구","서울특별시 강서구 강서로45길174 4층 (내발산동 sm타워)"
"늘푸른돌봄센터","G0934","(노인) 재가노인복지시설","재가노인복지시설","자치구","박정애","1121500000","광진구","서울특별시 광진구 능동로53 2층 (자양동)"
"삼선데이케어센터","G0947","(노인) 재가노인복지시설","재가노인복지시설","자치구","김미애","1129000000","성북구","서울특별시 성북구 동소문로 40 6층 (동소문동3가)"
"혜화동성당데이케어센터","G1034","(노인) 재가노인복지시설","재가노인복지시설","자치구","추교천","1111000000","종로구","서울특별시 종로구 혜화로12길14-9 (혜화동)"
"그레이스 실버데이케어센터","G1042","(노인) 재가노인복지시설","재가노인복지시설","자치구","이상근","1153000000","구로구","서울특별시 구로구 서해안로 2295 2층 (오류동)"
"화곡본동성당데이케어센터","G1053","(노인) 재가노인복지시설","재가노인복지시설","자치구","김연순","1150000000","강서구","서울특별시 강서구 까치산로2길43 5층"
"신림성모성당데이케어센터","G1055","(노인) 재가노인복지시설","재가노인복지시설","자치구","주은정","1162000000","관악구","서울특별시 관악구 봉천로18길 12-012 (신림동)"
"사랑나눔데이케어센터","G1062","(노인) 재가노인복지시설","재가노인복지시설","자치구","조기숙","1130500000","강북구","서울특별시 강북구 도봉로 2434층 (미아동)"
"시흥4동성당데이케어센터","G1065","(노인) 재가노인복지시설","재가노인복지시설","자치구","차지숙","1154500000","금천구","서울특별시 금천구 독산로38길10 (시흥동)"
"고척동성당데이케어센터","G1069","(노인) 재가노인복지시설","재가노인복지시설","자치구","김현미","1153000000","구로구","서울특별시 구로구 고척로52나길42 3층 (고척동 고척동성당)"
"행운동성당데이케어센터","G1073","(노인) 재가노인복지시설","재가노인복지시설","자치구","장영일","1162000000","관악구","서울특별시 관악구 행운4길39 (봉천동)"
"신당동성당데이케어센터","G1089","(노인) 재가노인복지시설","재가노인복지시설","자치구","홍민정","1114000000","중구","서울특별시 중구 동호로20다길9 (신당동)"
"구립영등포치매전문데이케어센터","G1093","(노인) 재가노인복지시설","재가노인복지시설","자치구","조훈호","1156000000","영등포구","서울특별시 영등포구 당산로29길9 5층 (당산동3가)"
"엘림데이케어센터","G1141","(노인) 재가노인복지시설","재가노인복지시설","자치구","최창호","1154500000","금천구","서울특별시 금천구 범안로 12565(독산동성도빌딩) "
"(사)굿하트재가노인지원센터","G1146","(노인) 재가노인복지시설","재가노인복지시설","자치구","김종진","1121500000","광진구","서울특별시 광진구 천호대로 699일천빌딩 302호 (구의동)"
"'(협)효마을중랑복지촌 2호","G1157","(노인) 재가노인복지시설","재가노인복지시설","자치구","배윤신","1126000000","중랑구","서울특별시 중랑구 용마공원로3길24-10 지층층 (망우동)"
"엔젤복지센터","G1216","(노인) 재가노인복지시설","재가노인복지시설","자치구","정희원","1162000000","관악구","서울특별시 관악구 중앙길 32 1층 (봉천동)"
"(주)감사하는사람들노인복지센터","G1234","(노인) 재가노인복지시설","재가노인복지시설","자치구","김유란","1156000000","영등포구","서울특별시 영등포구 시흥대로 649301호 (대림동)"
"가족사랑 단기보호센터","G1244","(노인) 재가노인복지시설","재가노인복지시설","자치구","성보윤","1171000000","송파구","서울특별시 송파구 오금로36길 572 (가락동)"
"밝은내데이케어센터","G1290","(노인) 재가노인복지시설","재가노인복지시설","자치구","김동호","1147000000","양천구","서울특별시 양천구 신월로24길 19 (신월동)"
"수유실버데이케어센터","G1293","(노인) 재가노인복지시설","재가노인복지시설","자치구","곽지훈","1130500000","강북구","서울특별시 강북구 노해로23길 94수유실버데이케어센터"
"늘푸른한가족데이케어센터","G1295","(노인) 재가노인복지시설","재가노인복지시설","자치구","우서연","1147000000","양천구","서울특별시 양천구 오목로 1813층 (신정동)"
"미아실버데이케어센터","G1298","(노인) 재가노인복지시설","재가노인복지시설","자치구","채민옥","1130500000","강북구","서울특별시 강북구 솔매로43길 25미아실버데이케어센터"
"서울시니어스강남타워 데이케어센터","G1315","(노인) 재가노인복지시설","재가노인복지시설","자치구","이진관","1168000000","강남구","서울특별시 강남구 자곡로100-2 (자곡동 서울특별시니어스강남타워)"
"인애데이케어센터","G1321","(노인) 재가노인복지시설","재가노인복지시설","자치구","정은정","1114000000","중구","서울특별시 중구 퇴계로80길 45-6601호 (신당동)"
"우리사이 재가장기요양센터","G1329","(노인) 재가노인복지시설","재가노인복지시설","자치구","유정숙","1162000000","관악구","서울특별시 관악구 양녕로 61 3층층 (봉천동)"
"목동실버데이케어센터","G1361","(노인) 재가노인복지시설","재가노인복지시설","자치구","박노숙","1147000000","양천구","서울특별시 양천구 목동중앙로3길 21목동실버복지문화센터 (목동)"
"금천노인종합복지관 병설 금천데이케어센터","G1362","(노인) 재가노인복지시설","재가노인복지시설","자치구","구자훈","1154500000","금천구","서울특별시 금천구 시흥대로51길93-32 (시흥동)"
"(주)롱라이프그린케어 강서재가노인복지센터","G1368","(노인) 재가노인복지시설","재가노인복지시설","자치구","성연식","1150000000","강서구","서울특별시 강서구 양천로100-1 3 4층 (방화동 수현빌딩)"
"88등촌데이케어센터","G1369","(노인) 재가노인복지시설","재가노인복지시설","자치구","곽윤자","1150000000","강서구","서울특별시 강서구 화곡로61길 41-1 (등촌동 삼영빌딩)"
"두드림복지센터","G1432","(노인) 재가노인복지시설","재가노인복지시설","자치구","전영삼","1162000000","관악구","서울특별시 관악구 행운1길70 지층층 2호호 (봉천동)"
"사회복지법인 운가자비원 운가데이케어센터","G1458","(노인) 재가노인복지시설","재가노인복지시설","자치구","차성주","1130500000","강북구","서울특별시 강북구 삼양로112길 51층 (수유동)"
"효사랑데이케어센터","G1468","(노인) 재가노인복지시설","재가노인복지시설","자치구","남기호","1162000000","관악구","서울특별시 관악구 신림로12길18 4층층 (신림동 명성빌딩)"
"태릉365데이케어센터","G1480","(노인) 재가노인복지시설","재가노인복지시설","자치구","이미정","1135000000","노원구","서울특별시 노원구 화랑로421 3층 (공릉동 한일휴니스빌)"
"잠실데이케어센터","G1509","(노인) 재가노인복지시설","재가노인복지시설","자치구","김민성","1171000000","송파구","서울특별시 송파구 오금로36길 392~4층 (가락동)"
"작은베들레헴데이케어센터","G1546","(노인) 재가노인복지시설","재가노인복지시설","자치구","김상준","1132000000","도봉구","서울특별시 도봉구 우이천로45길 22-9 (쌍문동)"
"국민재가복지센터","G1566","(노인) 재가노인복지시설","재가노인복지시설","자치구","유순례","1150000000","강서구","서울특별시 강서구 공항대로41길66 (등촌동)"
"실버캐슬요양센터","G1629","(노인) 재가노인복지시설","재가노인복지시설","자치구","김정미","1126000000","중랑구","서울특별시 중량구 동일로 890메스트빌딩 6층"
"목동중앙데이케어센터","G1646","(노인) 재가노인복지시설","재가노인복지시설","자치구","권주만","1147000000","양천구","서울특별시 양천구 목동중앙북로7가길 605층 (목동)"
"카멜리아요양원 단기보호","G1690","(노인) 재가노인복지시설","재가노인복지시설","자치구","정양옥","1126000000","중랑구","서울특별시 중랑구 동일로 933 6층 7층층 (묵동 수정빌딩)"
"강서힐링데이케어센터","G1757","(노인) 재가노인복지시설","재가노인복지시설","자치구","박갑주","1150000000","강서구","서울특별시 강서구 수명로68-23 7~8층층 (내발산동 유광타워)"
"희나리데이케어센터","G1791","(노인) 재가노인복지시설","재가노인복지시설","자치구","박영철","1171000000","송파구","서울특별시 송파구 백제고분로42길 5-0 (송파동)5 (송파동)"
"사회적협동조합 강서나눔돌봄재가센터","G1797","(노인) 재가노인복지시설","재가노인복지시설","자치구","한복남","1150000000","강서구","서울특별시 강서구 강서로18길 14-0 5층 (화곡동)"
"더사랑데이케어센터","G1813","(노인) 재가노인복지시설","재가노인복지시설","자치구","박하숙","1159000000","동작구","서울특별시 동작구 알마타길 21-424층 (대방동)"
"홍릉단기보호센터","G1821","(노인) 재가노인복지시설","재가노인복지시설","자치구","박장순","1123000000","동대문구","서울특별시 동대문구 제기로72 5층 (제기동 홍릉단기보호센터)"
"압구정데이케어센터 ","G2081","(노인) 재가노인복지시설","재가노인복지시설","자치구","김성진","1168000000","강남구","서울특별시 강남구 도산대로53길5 (신사동)"
"강남구립 세심정데이케어센터 ","G2086","(노인) 재가노인복지시설","재가노인복지시설","자치구","정윤정","1168000000","강남구","서울특별시 강남구 논현로115길 35-1 (논현동)"
"학수정데이케어센터 ","G2093","(노인) 재가노인복지시설","재가노인복지시설","자치구","이강진","1168000000","강남구","서울특별시 강남구 도산대로17길 45 (신사동)"
"마천데이케어센터","G2168","(노인) 재가노인복지시설","재가노인복지시설","자치구","김선화","1171000000","송파구","서울특별시 송파구 마천로65길 41층 (마천동 마천종합사회복지관)"
"닮터데이케어센터","G2189","(노인) 재가노인복지시설","재가노인복지시설","자치구","김정중","1130500000","강북구","서울특별시 강북구 오현로 323층 (미아동)"
"소풍데이케어센터","G2316","(노인) 재가노인복지시설","재가노인복지시설","자치구","김영주","1123000000","동대문구","서울특별시 동대문구 한천로137 2~3층 (답십리동)"
"아가페주야간보호센터","G2338","(노인) 재가노인복지시설","재가노인복지시설","자치구","김미혜","1162000000","관악구","서울특별시 관악구 난곡로 341-0 (신림동)341 4층 (신림동 현진빌딩)"
"중랑제일주야간보호센터","G2384","(노인) 재가노인복지시설","재가노인복지시설","자치구","신경미","1126000000","중랑구","서울특별시 중랑구 용마산로112길 90-0 (망우동)90 2층 (망우동)"
"평강요양원단기보호센터","G2404","(노인) 재가노인복지시설","재가노인복지시설","자치구","이춘범","1126000000","중랑구","서울특별시 중랑구 용마산로112길 90 3층 (망우동 성공빌딩)"
"삼연요양원","G2480","(노인) 재가노인복지시설","재가노인복지시설","자치구","최양금","1126000000","중랑구","서울특별시 중랑구 봉우재로79 5층 (상봉동)"
"더행복데이케어센터","G2487","(노인) 재가노인복지시설","재가노인복지시설","자치구","이규섭","1121500000","광진구","서울특별시 광진구 자양로88 5층 (자양동 광영빌딩)"
"가천단기보호센터","G2526","(노인) 재가노인복지시설","재가노인복지시설","자치구","이정임","1126000000","중랑구","서울특별시 중랑구 신내로14길13 4층 (신내동)"
"위포유재가복지센터","G2551","(노인) 재가노인복지시설","재가노인복지시설","자치구","최진용","1150000000","강서구","서울특별시 강서구 화곡로61길 100 301호 (등촌동)"
"나이팅게일데이케어센터","G2615","(노인) 재가노인복지시설","재가노인복지시설","자치구","이철휘","1147000000","양천구","서울특별시 양천구 신월로 3045층 (신정동)"
"강서샬롬데이케어센터","G2694","(노인) 재가노인복지시설","재가노인복지시설","자치구","서준원","1150000000","강서구","서울특별시 강서구 방화동로 115-0 (방화동)115 4층 (방화동)"
"엘림요양원 단기보호","G2695","(노인) 재가노인복지시설","재가노인복지시설","자치구","우지혜","1126000000","중랑구","서울특별시 중랑구 봉우재로 79 3층 (상봉동 화성빌딩)"
"사랑초 데이케어센터","G2705","(노인) 재가노인복지시설","재가노인복지시설","자치구","송길한","1147000000","양천구","서울특별시 양천구 지양로 152 지층 (신월동)"
"다솜실버데이케어센터","G2710","(노인) 재가노인복지시설","재가노인복지시설","자치구","홍형철","1138000000","은평구","서울특별시 은평구 서오릉로15길 5-11 (구산동)"
"(주)KB골든라이프케어 강동케어센터","G2759","(노인) 재가노인복지시설","재가노인복지시설","자치구","김민정","1174000000","강동구","서울특별시 강동구 강동대로 143-52 6층 (성내동)"
"가온실버복지센터","G2848","(노인) 재가노인복지시설","재가노인복지시설","자치구","박비송","1156000000","영등포구","서울특별시 영등포구 여의대방로 379 8층 14-1호 (여의도동 제일빌딩)"
"효사랑나눔데이케어센터","G2874","(노인) 재가노인복지시설","재가노인복지시설","자치구","변계봉","1135000000","노원구","서울특별시 노원구 덕릉로 712-423층 (중계동)"
"정원단기요양센타","G2892","(노인) 재가노인복지시설","재가노인복지시설","자치구","정명자","1126000000","중랑구","서울특별시 중랑구 용마산로112길 90 4층 (망우동)"
"꿈이있는데이케어센터","G2918","(노인) 재가노인복지시설","재가노인복지시설","자치구","권용일","1126000000","중랑구","서울특별시 중랑구 동일로 680 (면목동)"
"신효데이케어앤드 주식회사","G2920","(노인) 재가노인복지시설","재가노인복지시설","자치구","박성태","1171000000","송파구","서울특별시 송파구 가락로 45 3 4층 (석촌동 백우빌딩)"
"석관데이케어센터","G2930","(노인) 재가노인복지시설","재가노인복지시설","자치구","전미정","1129000000","성북구","서울특별시 성북구 화랑로 278 6층 (석관동)"
"관악미르친구데이케어센터","G2934","(노인) 재가노인복지시설","재가노인복지시설","자치구","최미랑","1162000000","관악구","서울특별시 관악구 은천로 25 3층 (봉천동 정암빌딩)"
"무지개 재가노인복지센터","G2955","(노인) 재가노인복지시설","재가노인복지시설","자치구","문혜주","1126000000","중랑구","서울특별시 중랑구 신내로 115 104호 (신내동 신내아파트)"
"관악중앙데이케어센터","G2956","(노인) 재가노인복지시설","재가노인복지시설","자치구","김향숙","1162000000","관악구","서울특별시 관악구 봉천로 421 3층 (봉천동 샤인텔)"
"예성주야간보호센터","G2960","(노인) 재가노인복지시설","재가노인복지시설","자치구","정미경","1153000000","구로구","서울특별시 구로구 고척로18길 15 1층 (개봉동)"
"상지재가장기요양기관","G2998","(노인) 재가노인복지시설","재가노인복지시설","자치구","고진경","1138000000","은평구","서울특별시 은평구 가좌로 292-6 (신사동)"
"서림노인복지센터","G3011","(노인) 재가노인복지시설","재가노인복지시설","자치구","박영희","1162000000","관악구","서울특별시 관악구 신림로 211 2층 (신림동 미보빌딩)"
"구로제일데이케어센터","G3024","(노인) 재가노인복지시설","재가노인복지시설","자치구","진기성","1153000000","구로구","서울특별시 구로구 가마산로27길 14 34층 (구로동)"
"스마일시니어 데이케어센터 중랑지점","G3033","(노인) 재가노인복지시설","재가노인복지시설","자치구","오가영","1126000000","중랑구","서울특별시 중랑구 용마산로 434 2층 (면목동 에코빌딩)"
"수락데이케어센터","G3039","(노인) 재가노인복지시설","재가노인복지시설","자치구","장현준","1135000000","노원구","서울특별시 노원구 수락산로222 4층 (상계동)"
"예원주야간보호센터","G3046","(노인) 재가노인복지시설","재가노인복지시설","자치구","최창영","1126000000","중랑구","서울특별시 중랑구 용마산로 554 2층 (망우동 동화빌딩)"
"강동미르친구데이케어센터","G3063","(노인) 재가노인복지시설","재가노인복지시설","자치구","윤정남","1174000000","강동구","서울특별시 강동구 천호옛14길 37 3층 (성내동)"
"A플러스잠실데이케어센터","G3109","(노인) 재가노인복지시설","재가노인복지시설","자치구","홍광기","1171000000","송파구","서울특별시 송파구 백제고분로 235 24층 (삼전동 태현빌딩)"
"가온데이케어센터","G3128","(노인) 재가노인복지시설","재가노인복지시설","자치구","윤재희","1174000000","강동구","서울특별시 강동구 천호대로 12036~7층 (길동)"
"(주)가가호호재가주간복지센터","G3136","(노인) 재가노인복지시설","재가노인복지시설","자치구","윤경미","1126000000","중랑구","서울특별시 중랑구 겸재로54길 99 (면목동)"
"(사)굿하트 금천데이케어센터","G3158","(노인) 재가노인복지시설","재가노인복지시설","자치구","김정윤","1154500000","금천구","서울특별시 금천구 시흥대로 214-0 (시흥동)214 12층 (시흥동 비즈메드 빌딩)"
"효도로어르신학교(데이케어센터)","G3165","(노인) 재가노인복지시설","재가노인복지시설","자치구","오근영","1153000000","구로구","서울특별시 구로구 경인로393-7 2동 8층 (고척동)"
"성내데이케어센터","G3170","(노인) 재가노인복지시설","재가노인복지시설","자치구","정명숙","1174000000","강동구","서울특별시 강동구 풍성로 138-0 (성내동)138 4~6층 (성내동)"
"다애요양원(단기보호)","G3271","(노인) 재가노인복지시설","재가노인복지시설","자치구","권선태","1126000000","중랑구","서울특별시 중랑구 망우로 262 2층 (상봉동 뉴월드빌딩)"
"공릉데이케어센터","G3291","(노인) 재가노인복지시설","재가노인복지시설","자치구","노유환","1135000000","노원구","서울특별시 노원구 동일로 1127 (공릉동)"
"송파 365데이케어센터","G3318","(노인) 재가노인복지시설","재가노인복지시설","자치구","윤차영","1171000000","송파구","서울특별시 송파구 거마로 12 2층 (거여동)"
"소망단기보호센터","G3321","(노인) 재가노인복지시설","재가노인복지시설","자치구","심향유","1123000000","동대문구","서울특별시 동대문구 한천로37길 19 (답십리동)"
"100세데이케어센터(한국복지협동조합)","G3351","(노인) 재가노인복지시설","재가노인복지시설","자치구","손승옥","1162000000","관악구","서울특별시 관악구 난곡로63가길 60 4층 (신림동)"
"굿 데이케어센터","G3358","(노인) 재가노인복지시설","재가노인복지시설","자치구","박재운","1141000000","서대문구","서울특별시 서대문구 연희로 165 2층 (연희동)"
"명성노인복지센터","G3403","(노인) 재가노인복지시설","재가노인복지시설","자치구","김정희","1129000000","성북구","서울특별시 성북구 보국문로4길 8 2층 (정릉동)"
